Package,VersionGA,VersionPreview,DisplayName,ServiceName,RepoPath,MSDocs,GHDocs,Type,New,PlannedVersions,FirstGADate,Support,Hide,Replace,Notes
Microsoft.Azure.WebJobs.Host.Storage,4.0.1,,WebJobs - Host Storage,WebJobs,https://github.com/Azure/azure-webjobs-sdk/tree/storage-v4.0.1/src/Microsoft.Azure.WebJobs.Host.Storage,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Host.TestCommon,3.0.27,,WebJobs - Host Test Common,WebJobs,https://github.com/Azure/azure-webjobs-sdk,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.ItemTemplates,3.1.1728,,WebJobs - Item Templates,WebJobs,https://github.com/Azure/azure-functions-templates/tree/3.1.1582,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Logging,4.0.2,,WebJobs - Logging,WebJobs,https://github.com/Azure/azure-webjobs-sdk/tree/dev/src/Microsoft.Azure.WebJobs.Logging,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Logging.ApplicationInsights,3.0.27,,WebJobs - Logging Application Insights,WebJobs,https://github.com/Azure/azure-webjobs-sdk/tree/v3.0.18/src/Microsoft.Azure.WebJobs.Logging.ApplicationInsights,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.ProjectTemplates,3.1.1728,,WebJobs - Project Templates,WebJobs,https://github.com/Azure/azure-functions-templates/tree/3.1.1582,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Script.WebHost,,1.0.0-beta3,WebJobs - Scrip Web Host,WebJobs,https://github.com/Azure/azure-functions-host/tree/dev/src/WebJobs.Script.WebHost,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Script,,1.0.0-beta3,WebJobs - Script,WebJobs,https://github.com/Azure/azure-functions-host/tree/dev/src/WebJobs.Script,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Script.Abstractions,,1.0.0-preview,WebJobs - Script Abstractions,WebJobs,NA,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Script.Extensibility,,1.0.0-beta3,WebJobs - Script Extensibility,WebJobs,https://github.com/Azure/azure-functions-host,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Script.ExtensionsMetadataGenerator,1.2.1,,WebJobs - Script Extensions Metadata Generator,WebJobs,https://github.com/Azure/azure-functions-host,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.ServiceBus,,3.0.0-beta8,WebJobs - Service Bus,WebJobs,https://github.com/Azure/azure-webjobs-sdk/tree/v3.0.0-beta8/src/Microsoft.Azure.WebJobs.ServiceBus,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Sources,3.0.27,,WebJobs - Sources,WebJobs,https://github.com/Azure/azure-webjobs-sdk,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions,4.0.1,,WebJobs Extensions,WebJobs,https://github.com/Azure/azure-webjobs-sdk-extensions/tree/dev/src/WebJobs.Extensions,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.ApiHub,,1.0.0-beta9,WebJobs Extensions - API Hub,WebJobs,https://github.com/Azure/azure-webjobs-sdk-extensions,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Extensions.AuthTokens,,1.0.0-beta6,WebJobs Extensions - Auth Tokens,WebJobs,https://github.com/Azure/azure-webjobs-sdk-extensions,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Extensions.CosmosDB,3.0.10,,WebJobs Extensions - Cosmos DB,WebJobs,https://github.com/Azure/azure-webjobs-sdk-extensions/tree/cosmos-v3.0.7/src/WebJobs.Extensions.CosmosDB,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.DocumentDB,1.3.0,,WebJobs Extensions - Document DB,WebJobs,https://github.com/Azure/azure-webjobs-sdk-extensions,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.DurableTask,2.4.3,,WebJobs Extensions - Durable Task,WebJobs,https://github.com/Azure/azure-functions-durable-extension/tree/v2.2.2/src/WebJobs.Extensions.DurableTask,https://docs.microsoft.com/dotnet/api/overview/azure/functions,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.DurableTask.Analyzers,0.4.0,,WebJobs Extensions - Durable Task Analyzers,WebJobs,https://github.com/Azure/azure-functions-durable-extension/tree/Analyzer-v0.3.0/src/WebJobs.Extensions.DurableTask.Analyzers,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Extensions.EdgeHub,1.0.7,,WebJobs Extensions - Edge Hub,WebJobs,https://github.com/Azure/iotedge/tree/1.0.7/edge-hub,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.EventGrid,2.1.0,3.0.0-beta.1,WebJobs Extensions - Event Grid,WebJobs,https://github.com/Azure/azure-functions-eventgrid-extension/tree/v2.1.0/src/EventGridExtension,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.EventHubs,4.2.0,5.0.0-beta.4,WebJobs Extensions - Event Hubs,WebJobs,https://github.com/Azure/azure-webjobs-sdk-extensions,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.Http,3.0.12,,WebJobs Extensions - Http,WebJobs,https://github.com/Azure/azure-webjobs-sdk-extensions/tree/v3.0.2/src/WebJobs.Extensions.Http,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.Kafka,3.3.2,,WebJobs Extensions - Kafka,WebJobs,https://github.com/Azure/azure-functions-kafka-extension/tree/3.0.0/src/Microsoft.Azure.WebJobs.Extensions.Kafka,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.MicrosoftGraph,,1.0.0-beta6,WebJobs Extensions - Microsoft Graph,WebJobs,https://github.com/Azure/azure-functions-microsoftgraph-extension,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Extensions.MobileApps,,3.0.0-beta8,WebJobs Extensions - Mobile Apps,WebJobs,https://github.com/Azure/azure-webjobs-sdk-extensions/tree/v3.0.0-beta8/src/WebJobs.Extensions.MobileApps,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Extensions.NotificationHubs,1.3.0,,WebJobs Extensions - Notification Hubs,WebJobs,https://github.com/Azure/azure-webjobs-sdk-extensions,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.OpenApi,,0.5.1-preview,WebJobs Extensions - OpenAPI,Functions,NA,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Extensions.OpenApi.Configuration.AppSettings,,0.5.1-preview,WebJobs Extensions - OpenAPI Configuration AppSettings,Functions,NA,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Extensions.OpenApi.Core,,0.5.1-preview,WebJobs Extensions - OpenAPI Core,Functions,NA,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Extensions.RabbitMQ,1.0.0,1.0.0-beta,WebJobs Extensions - RabbitMQ,WebJobs,https://github.com/Azure/azure-functions-rabbitmq-extension/tree/v0.2.2029-beta,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.SendGrid,3.0.2,,WebJobs Extensions - SendGrid,WebJobs,https://github.com/Azure/azure-webjobs-sdk-extensions/tree/v3.0.0/src/WebJobs.Extensions.SendGrid,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.ServiceBus,4.2.1,5.0.0-beta.1,WebJobs Extensions - Service Bus,WebJobs,https://github.com/Azure/azure-functions-servicebus-extension/tree/v4.1.2,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.SignalRService,1.3.0,,WebJobs Extensions - SignalR Service,WebJobs,https://github.com/Azure/azure-functions-signalrservice-extension/tree/v1.2.0/src/SignalRServiceExtension,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.Storage,4.0.3,5.0.0-beta.3,WebJobs Extensions - Storage,WebJobs,https://github.com/Azure/azure-webjobs-sdk/tree/master/src/Microsoft.Azure.WebJobs.Extensions.Storage,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.Storage.Blobs,,5.0.0-beta.3,WebJobs Extensions - Storage Blobs,Functions,NA,,,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Extensions.Storage.Queues,,5.0.0-beta.3,WebJobs Extensions - Storage Queues,Functions,NA,,,client,FALSE,,,,,,
Microsoft.Azure.WebJobs.Extensions.Twilio,3.0.2,,WebJobs Extensions - Twilio,WebJobs,https://github.com/Azure/azure-webjobs-sdk-extensions/tree/v3.0.0/src/WebJobs.Extensions.Twilio,NA,NA,client,FALSE,,,active,,,
Microsoft.Azure.WebJobs.Extensions.WebHooks,,1.0.0-beta4,WebJobs Extensions - WebHooks,WebJobs,https://github.com/Azure/azure-webjobs-sdk-extensions,NA,NA,client,FALSE,,,,,,
Microsoft.Azure.WebSites.DataProtection,,0.1.78-alpha,WebSites - DataProtection,App Service,NA,NA,NA,client,FALSE,,,,,,
Microsoft.WindowsAzure.Caching,2.9.5,,WindowsAzure Caching,Redis Cache,NA,NA,NA,client,FALSE,,,retired,TRUE,,
WindowsAzure.Caching,1.7.0,,WindowsAzure Caching,Redis Cache,NA,NA,NA,client,FALSE,,,retired,TRUE,,
Microsoft.WindowsAzure.Caching.MemcacheShim,2.9.5,,WindowsAzure Caching - Memcache Shim,Redis Cache,NA,NA,NA,client,FALSE,,,retired,TRUE,,
Microsoft.WindowsAzure.Common,1.4.1,,WindowsAzure Common,Common,NA,NA,NA,client,FALSE,,,maintenance,,,
Microsoft.WindowsAzure.Common.Dependencies,1.1.1,,WindowsAzure Common - Dependencies,Common,NA,NA,NA,client,FALSE,,,maintenance,,,
Microsoft.WindowsAzure.Common.Tracing.Etw,1.0.0,,WindowsAzure Common - Tracing ETW,Common,NA,NA,NA,client,FALSE,,,maintenance,,,
Microsoft.WindowsAzure.Common.Tracing.Log4Net,1.0.0,,WindowsAzure Common - Tracing Log4Net,Common,NA,NA,NA,client,FALSE,,,maintenance,,,
Microsoft.WindowsAzure.ConfigurationManager,3.2.3,,WindowsAzure Configuration Manager,Configuration Manager,NA,NA,NA,client,FALSE,,,maintenance,,,
windowsazure.mediaservices,4.2.0,,WindowsAzure Media Services,Media Services,https://github.com/Azure/azure-sdk-for-media-services,https://docs.microsoft.com/dotnet/api/overview/azure/media-services,NA,client,FALSE,,,maintenance,,,
WindowsAzure.MobileServices,1.3.2,,WindowsAzure Mobile Services,App Service,NA,NA,NA,client,FALSE,,,retired,,,
WindowsAzure.MobileServices.Backend,1.0.478,,WindowsAzure Mobile Services - Backend,App Service,NA,NA,NA,client,FALSE,,,retired,,,
WindowsAzure.MobileServices.Backend.Entity,1.0.478,,WindowsAzure Mobile Services - Backend Entity,App Service,NA,NA,NA,client,FALSE,,,retired,,,
WindowsAzure.MobileServices.Backend.Mongo,1.0.478,,WindowsAzure Mobile Services - Backend Mongo,App Service,NA,NA,NA,client,FALSE,,,retired,,,
WindowsAzure.MobileServices.Backend.Security,1.0.478,,WindowsAzure Mobile Services - Backend Security,App Service,NA,NA,NA,client,FALSE,,,retired,,,
WindowsAzure.MobileServices.Backend.SignalR,1.0.478,,WindowsAzure Mobile Services - Backend SignalR,App Service,NA,NA,NA,client,FALSE,,,retired,,,
WindowsAzure.MobileServices.Backend.Storage,1.0.478,,WindowsAzure Mobile Services - Backend Storage,App Service,NA,NA,NA,client,FALSE,,,retired,,,
WindowsAzure.MobileServices.Backend.Tables,1.0.478,,WindowsAzure Mobile Services - Backend Tables,App Service,NA,NA,NA,client,FALSE,,,retired,,,
WindowsAzure.MobileServices.SQLiteStore,1.0.4,,WindowsAzure Mobile Services - SQLiteStore,App Service,NA,NA,NA,client,FALSE,,,retired,,,
WindowsAzure.MobileServices.WinJS,,2.0.0-beta,WindowsAzure Mobile Services - WinJS,App Service,NA,NA,NA,client,FALSE,,,,,,
WindowsAzure.ServiceBus,6.0.5,,WindowsAzure Service Bus,Service Bus,NA,NA,NA,client,FALSE,,,maintenance,,,
WindowsAzure.Storage,9.3.3,,WindowsAzure Storage,Storage,https://github.com/Azure/azure-storage-net,NA,NA,client,FALSE,,,maintenance,,"Azure.Storage.Blobs, Azure.Storage.Files.Shares, Azure.Storage.Queues",
WindowsAzure.Storage-PremiumTable,,0.1.0-preview,WindowsAzure Storage - Premium Table,Storage,https://github.com/Azure/azure-storage-net,NA,NA,client,FALSE,,,,,,
WindowsAzure.Storage-Preview,,3.2.0-preview,WindowsAzure Storage - Preview,Storage,https://github.com/Azure/azure-storage-net,NA,NA,client,FALSE,,,,,,
WindowsAzure.Storage.Table-Preview,,3.2.0-preview,WindowsAzure Storage - Table Preview,Storage,https://github.com/Azure/azure-storage-net,NA,NA,client,FALSE,,,,,,
Microsoft.AzureStack.Management,,0.10.8-preview,AzureStack Management,Stack,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.AzureBridge.Admin,,0.1.0-preview,AzureStack Management - Azure Bridge Admin,Stack,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/azurestack/Microsoft.AzureStack.Management.AzureBridge.Admin,NA,,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.Backup.Admin,,0.3.2-preview,AzureStack Management - Backup Admin,Stack,azurestack,NA,,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.Commerce.Admin,,0.2.0-preview,AzureStack Management - Commerce Admin,Stack,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/azurestack/Microsoft.AzureStack.Management.Commerce.Admin,NA,,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.Compute.Admin,,0.3.0-preview,AzureStack Management - Compute Admin,Stack,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/azurestack/Microsoft.AzureStack.Management.Compute.Admin,NA,,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.Fabric.Admin,,2.9.1-preview,AzureStack Management - Fabric Admin,Stack,azurestack,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.Gallery.Admin,,0.1.0-preview,AzureStack Management - Gallery Admin,Stack,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/azurestack/Microsoft.AzureStack.Management.Gallery.Admin,NA,,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.InfrastructureInsights.Admin,,0.3.0-preview,AzureStack Management - Infrastructure Insights Admin,Stack,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/azurestack/Microsoft.AzureStack.Management.InfrastructureInsights.Admin,NA,,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.KeyVault.Admin,,0.1.0-preview,AzureStack Management - Key Vault Admin,Stack,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/azurestack/Microsoft.AzureStack.Management.KeyVault.Admin,NA,,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.Network.Admin,,0.1.0-preview,AzureStack Management - Network Admin,Stack,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/azurestack/Microsoft.AzureStack.Management.Network.Admin,NA,,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.Storage,,0.9.2-preview,AzureStack Management - Storage,Stack,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.Storage.Admin,,2.0.0-preview,AzureStack Management - Storage Admin,Stack,azurestack,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.Subscription,,0.1.0-preview,AzureStack Management - Subscription,Stack,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/azurestack/Microsoft.AzureStack.Management.Subscription,NA,,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.Subscriptions.Admin,,0.2.0-preview,AzureStack Management - Subscriptions Admin,Stack,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/azurestack/Microsoft.AzureStack.Management.Subscriptions.Admin,NA,,mgmt,FALSE,,,preview,,,
Microsoft.AzureStack.Management.Update.Admin,,0.1.0-preview,AzureStack Management - Update Admin,Stack,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/azurestack/Microsoft.AzureStack.Management.Update.Admin,NA,,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Advisor,,0.9.5-preview,Management - Advisor,Advisor,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/advisor/Microsoft.Azure.Management.Advisor,NA,,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.AlertsManagement,,0.9.2-preview,Management - Alerts Management,Alert Management,alertsmanagement,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Analysis,2.0.4,,Management - Analysis,Analysis Services,NA,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.AnalysisServices.Fluent,,1.9.1-beta,Management - Analysis Services Fluent,Analysis Services,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.ApiManagement,,6.0.0-preview,Management - API Management,API Management,apimanagement,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.AppPlatform,1.0.0,,Management - App Platform,Spring Cloud,appplatform,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.AppService.Fluent,1.37.1,,Management - App Service Fluent,App Service,NA,https://docs.microsoft.com/dotnet/api/overview/azure/appservice,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.ApplicationInsights,,0.3.0-preview,Management - Application Insights,Application Insights,applicationinsights,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Attestation,,0.12.0-preview,Management - Attestation,Attestation,attestation,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Authorization,,2.12.0-preview,Management - Authorization,Authorization,authorization,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Automanage,,0.1.0-preview,Management - Automanage,Automanage,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Automation,,3.8.3-preview,Management - Automation,Automation,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/automation/Microsoft.Azure.Management.Automation,https://docs.microsoft.com/dotnet/api/overview/azure/automation,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.AzureStackHCI,1.0.0,1.0.0-preview.1,Management - Azure Stack HCI,Stack HCI,azurestackhci,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Avs,1.0.0,1.0.0-preview.1,Management - Azure VMware Solution,VMware Solution,avs,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.BackupServices,,1.0.5-preview,Management - Backup Services,Backup,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.Batch,13.0.0,,Management - Batch,Batch,batch,https://docs.microsoft.com/dotnet/api/overview/azure/batch,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.BatchAI,2.0.0,,Management - Batch AI,Batch AI,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/batchai/Microsoft.Azure.Management.BatchAI,https://docs.microsoft.com/dotnet/api/overview/azure/batchai,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.BatchAI.Fluent,1.37.1,,Management - Batch AI  Fluent,Batch AI,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Batch.Fluent,1.26.1,,Management - Batch Fluent,Batch,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Billing,4.1.0,,Management - Billing,Cost Management + Billing,billing,https://docs.microsoft.com/dotnet/api/overview/azure/billing,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Billing.Fluent,,1.9.1-beta,Management - Billing Fluent,Cost Management + Billing,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Blueprint,,0.20.7-preview,Management - Blueprint,Blueprints,blueprint,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.BotService,,0.9.3-preview,Management - Bot Service,Bot Service,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/botservice/Microsoft.Azure.Management.BotService,NA,,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.CognitiveServices,,7.4.0-preview,Management - Cognitive Services,Cognitive Services,cognitiveservices,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.CognitiveServices.Fluent,,1.9.1-beta,Management - Cognitive Services Fluent,Cognitive Services,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Compute,45.0.0.1,,Management - Compute,Compute,compute,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Compute.Fluent,1.37.1,,Management - Compute Fluent,Compute,NA,https://docs.microsoft.com/dotnet/api/overview/azure/virtualmachines,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Confluent,1.0.0,,Management - Confluent,Confluent,NA,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Consumption,3.0.2,,Management - Consumption,Consumption,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/consumption/Microsoft.Azure.Management.Consumption,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Consumption.Fluent,,1.9.1-beta,Management - Consumption Fluent,Consumption,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.ContainerInstance,3.0.0,,Management - Container Instances,Container Instances,containerinstance,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.ContainerInstance.Fluent,1.37.1,,Management - Container Instances Fluent,Container Instances,NA,https://docs.microsoft.com/dotnet/api/overview/azure/containerinstance,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.ContainerRegistry,,5.0.0-preview.5,Management - Container Registry,Container Registry,containerregistry,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.ContainerRegistry.Fluent,1.37.1,,Management - Container Registry Fluent,Container Registry,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.ContainerService,1.1.0,,Management - Container Service,Container Service,containerservice,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.ContainerService.Fluent,1.37.1,,Management - Container Service Fluent,Container Service,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.Cdn,6.1.0,,Management - Content Delivery Network,Content Delivery Network,cdn,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Cdn.Fluent,1.37.1,,Management - Content Delivery Network Fluent,Content Delivery Network,NA,https://docs.microsoft.com/dotnet/api/overview/azure/cdn,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.CosmosDB,2.0.0,2.1.0-preview,Management - Cosmos DB,Cosmos DB,cosmosdb,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.CosmosDB.Fluent,1.37.1,,Management - Cosmos DB Fluent,Cosmos DB,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.CustomerInsights,,0.9.1-preview,Management - Customer Insights,Customer Insights,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/customer-insights/Microsoft.Azure.Management.CustomerInsights,NA,,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.CustomerInsights.Fluent,,1.9.1-beta,Management - Customer Insights  Fluent,Customer Insights,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.DataBox,1.3.1,,Management - Data Box,Data Box,databox,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.DataBoxEdge,1.0.0,,Management - Data Box Edge,Stack Edge,databoxedge,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.DataFactories,4.13.3,,Management - Data Factories,Data Factory,NA,https://docs.microsoft.com/dotnet/api/overview/azure/data-factory,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.DataFactory,4.17.0,,Management - Data Factory,Data Factory,datafactory,https://docs.microsoft.com/dotnet/api/overview/azure/data-factory,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.DataLake.Analytics,,3.5.3-preview,Management - Data Lake Analytics,Data Lake Analytics,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/datalake-analytics/Microsoft.Azure.Management.DataLake.Analytics,https://docs.microsoft.com/dotnet/api/overview/azure/data-lake-analytics,,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.DataLake.Store,,2.4.2-preview,Management - Data Lake Storage,Data Lake Storage (Gen 1),https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/datalake-store/Microsoft.Azure.Management.DataLake.Store,https://docs.microsoft.com/dotnet/api/overview/azure/data-lake-store,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.DataLake.StoreUploader,,1.0.1-preview,Management - Data Lake Storage Uploader,Data Lake Storage (Gen 1),NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.DataMigration,,0.11.0-preview,Management - Data Migration,Database Migration Service,datamigration,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.DataShare,1.2.0,,Management - Data Share,Data Share,datashare,https://docs.microsoft.com/dotnet/api/overview/azure/datashare,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Datadog,0.1.0,,Management - Datadog,Datadog,NA,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.DeploymentManager,,0.9.1-preview,Management - Deployment Manager,Deployment Manager,deploymentmanager,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.DevSpaces,,0.10.0-preview,Management - Dev Spaces,Dev Spaces,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/devspaces/Microsoft.Azure.Management.DevSpaces,NA,NA,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.DeviceProvisioningServices,2.0.0,,Management - Device Provisioning Services,Device Provisioning Services,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/deviceprovisioningservices/Microsoft.Azure.Management.DeviceProvisioningServices,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Devices.Fluent,,1.9.1-beta,Management - Devices Fluent,Devices,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.DevTestLabs,3.0.0,,Management - DevTest Labs,DevTest Labs,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/devtestlabs/Microsoft.Azure.Management.DevTestLabs,NA,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.DigitalTwins,1.1.0,,Management - Digital Twins,Digital Twins,digitaltwins,NA,NA,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Dns,3.0.1,,Management - DNS,DNS,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/dns/Microsoft.Azure.Management.Dns,https://docs.microsoft.com/dotnet/api/overview/azure/dns,,mgmt,FALSE,,,active,,,
Microsoft.Azure.Management.Dns.Fluent,1.37.1,,Management - DNS Fluent,DNS,NA,NA,NA,mgmt,FALSE,,,maintanence,,,
Microsoft.Azure.Management.EdgeGateway,,0.8.1-preview,Management - Edge Gateway,Stack Edge,https://github.com/Azure/azure-sdk-for-net/tree/master/sdk/edgegateway/Microsoft.Azure.Management.EdgeGateway,NA,,mgmt,FALSE,,,preview,,,
Microsoft.Azure.Management.EventGrid,6.0.0,6.1.0-preview,Management - Event Grid,Event Grid,eventgrid,https://docs.microsoft.com/dotnet/api/overview/azure/eventgrid,NA,mgmt,FALSE,,,active,,,
