"Package","VersionGA","VersionPreview","DisplayName","ServiceName","RepoPath","MSDocs","GHDocs","Type","New","PlannedVersions","FirstGADate","Support","Hide","Replace","ReplaceGuide","MSDocService","Notes"
"@azure/synapse-access-control","","1.0.0-beta.3","AccessControl","Synapse Analytics","synapse","","","client","true","","","","","","","",""
"@azure/keyvault-admin","4.1.0","4.2.0-beta.2","Administration","Key Vault","keyvault","","","client","true","","06/15/2021","","","","","",""
"@azure/ai-anomaly-detector","","3.0.0-beta.5","Anomaly Detector","Anomaly Detector","anomalydetector","","","client","true","","","","","@azure/cognitiveservices-anomalydetector","","",""
"@azure/app-configuration","1.3.1","","App Configuration","App Configuration","appconfiguration","","","client","true","","01/07/2020","active","","","","",""
"@azure/synapse-artifacts","","1.0.0-beta.9","Artifacts","Synapse Analytics","synapse","","","client","true","","","","","","","",""
"@azure/attestation","1.0.0","","Attestation","Attestation","attestation","","","client","true","","08/13/2021","","","","","",""
"@azure/schema-registry-avro","","1.0.0-beta.7","Avro","Schema Registry","schemaregistry","","","client","true","","","","","","","",""
"@azure/eventhubs-checkpointstore-blob","1.0.1","","Azure Blob Storage Checkpoint Store","Event Hubs","eventhub","","","client","true","","01/09/2020","active","","","","",""
"@azure-rest/confidential-ledger","","1.0.0-beta.2","Azure Confidential Ledger","Azure Confidential Ledger","https://github.com/Azure/azure-sdk-for-js/tree/@azure-rest/confidential-ledger_item.Version/sdk/confidentialledger/confidential-ledger-rest","NA","NA","client","true","","","","","","","",""
"@azure/mixed-reality-authentication","","1.0.0-beta.1","Azure Mixed Reality Authentication","Mixed Reality","mixedreality","","","client","true","","","","","","","",""
"@azure/mixed-reality-remote-rendering","","1.0.0-beta.1","Azure Remote Rendering","Mixed Reality","remoterendering","","","client","true","","","","","","","",""
"@azure/video-analyzer-edge","","1.0.0-beta.3","Azure Video Analyzer Edge","Video Analyzer","videoanalyzer","","","client","true","","","","","","","",""
"@azure/storage-blob","12.9.0","","Blobs","Storage","storage","","","client","true","","07/26/2019","active","","","","",""
"@azure/storage-blob-changefeed","","12.0.0-preview.2","Blobs ChangeFeed","Storage","storage","","","client","true","","","","","","","",""
"@azure/keyvault-certificates","4.3.0","4.4.0-beta.2","Certificates","Key Vault","keyvault","","","client","true","","01/07/2020","active","","","","",""
"@azure/search-documents","11.2.1","11.3.0-beta.7","Cognitive Search","Search","search","","","client","true","","07/06/2020","active","","@azure/search","","",""
"@azure/communication-chat","1.1.2","","Communication Chat","Communication","communication","","","client","true","","03/29/2021","active","","","","",""
"@azure/communication-common","2.0.0","","Communication Common","Communication","communication","","","client","true","","03/22/2021","active","","","","",""
"@azure/communication-identity","1.0.0","1.1.0-beta.1","Communication Identity","Communication","communication","","","client","true","","03/29/2021","active","","","","",""
"@azure/communication-network-traversal","","1.1.0-beta.1","Communication Network Traversal","Communication","communication","","","client","true","","","","","","","",
"@azure/communication-phone-numbers","1.0.0","1.2.0-beta.2","Communication Phone Numbers","Communication","communication","","","client","true","","04/26/2021","","","","","",""
"@azure/communication-sms","1.0.0","","Communication Sms","Communication","communication","","","client","true","","03/29/2021","active","","","","",""
"@azure/container-registry","1.0.0","","Container Registry","Container Registry","containerregistry","","","client","true","","01/11/2022","","","","","",""
"@azure/digital-twins-core","1.0.3","","Core","Digital Twins","digitaltwins","","","client","true","","11/03/2020","active","","","","",""
"@azure/abort-controller","1.0.4","","Core - Client - Abort Controller","Other","core","","","client","true","","10/29/2019","active","","","","",""
"@azure/core-amqp","3.1.0","","Core - Client - AMQP","Other","core","","","client","true","","01/08/2020","active","","","","",""
"@azure/core-auth","1.3.2","","Core - Client - Auth","Other","core","","","client","true","","10/29/2019","active","","","","",""
"@azure/core-client","1.5.0","","Core - Client - Client","Other","core","","","client","true","","03/15/2021","active","","","","",""
"@azure-rest/core-client-paging","","1.0.0-beta.1","Core - Client - Client Paging","Other","https://github.com/Azure/azure-sdk-for-js/tree/@azure-rest/core-client-paging_item.Version/sdk/core/core-client-paging-rest","NA","NA","client","true","","","","","","","",""
"@azure/core-rest-pipeline","1.6.0","","Core - Client - Core Rest Pipeline","Other","core","","","client","true","","03/15/2021","active","","","","",""
"@azure/core-util","","1.0.0-beta.1","Core - Client - Core Utils","Other","core","","","client","true","","","","","","","",""
"@azure/core-http","2.2.4","","Core - Client - HTTP","Other","core","","","client","true","","10/29/2019","active","","","","",""
"@azure/logger","1.0.3","","Core - Client - Logger","Other","core","","","client","true","","10/29/2019","active","","","","",""
"@azure/core-lro","2.2.4","","Core - Client - LRO","Other","core","","","client","true","","10/29/2019","active","","","","",""
"@azure-rest/core-client","","1.0.0-beta.8","Core - Client - Rest","Other","https://github.com/Azure/azure-sdk-for-js/tree/@azure-rest/core-client_item.Version/sdk/core/core-client-rest","NA","NA","client","true","","","","","","","",""
"@azure/core-tracing","","1.0.0-preview.14","Core - Client - Tracing","Other","core","","","client","true","","","","","","","",""
"@azure/core-xml","1.2.0","","Core - Client - XML","Other","core","","","client","true","","08/05/2021","","","","","",""
"@azure/cosmos","3.15.1","","Cosmos DB","Cosmos DB","cosmosdb","","","client","true","","09/24/2019","active","","","","",""
"@azure/dtdl-parser","","1.0.0-beta.2","Digital Twins Definition Language Parser","Digital Twins","digitaltwins","","","client","true","","","","","","","",""
"@azure-rest/ai-document-translator","","1.0.0-beta.1","Document Translation","Document Translation","https://github.com/Azure/azure-sdk-for-js/tree/@azure-rest/ai-document-translator_item.Version/sdk/documenttranslator/ai-document-translator-rest","NA","NA","client","true","","","","","","","",""
"@azure/eventgrid","4.8.0","","Event Grid","Event Grid","eventgrid","","","client","true","","12/04/2019","active","","","","",""
"@azure/event-hubs","5.7.0","5.8.0-beta.2","Event Hubs","Event Hubs","eventhub","","","client","true","","03/27/2019","active","","","","",""
"@azure-rest/agrifood-farming","","1.0.0-beta.1","farmbeats","farmbeats","https://github.com/azure/azure-sdk-for-js/tree/@azure-rest/agrifood-farming_item.Version/sdk/agrifood/agrifood-farming-rest","NA","NA","client","true","","","","","","","",""
"@azure/storage-file-datalake","12.8.0","","Files Data Lake","Storage","storage","","","client","true","","03/10/2020","active","","","","",""
"@azure/storage-file-share","12.9.0","","Files Shares","Storage","storage","","","client","true","","12/04/2019","active","","","","",""
"@azure/ai-form-recognizer","3.2.0","4.0.0-beta.3","Form Recognizer","Form Recognizer","formrecognizer","","","client","true","","08/20/2020","active","","@azure/cognitiveservices-formrecognizer","","",""
"@azure/identity","2.0.4","2.1.0-beta.1","Identity","Identity","identity","","","client","true","2.1.0,04/06/2022","10/29/2019","active","","","","",""
"@azure/identity-cache-persistence","1.0.0","","Identity Cache Persistence","Identity","identity","","","client","true","","10/15/2021","","","","","",""
"@azure/identity-vscode","1.0.0","","Identity Visual Studio Code Credential","Identity","identity","","","client","true","","10/15/2021","","","","","",""
"@azure/iot-device-update","","1.0.0-beta.1","IoT Device Update","IoT Device Update","deviceupdate","","","client","true","","","","","","","",""
"@azure/keyvault-keys","4.3.0","4.4.0-beta.4","Keys","Key Vault","keyvault","","","client","true","","10/30/2019","active","","","","",""
"@azure/synapse-managed-private-endpoints","","1.0.0-beta.4","Managed Private Endpoints","Synapse Analytics","synapse","","","client","true","","","","","","","",""
"@azure/ai-metrics-advisor","1.0.0","","Metrics Advisor","Metrics Advisor","metricsadvisor","","","client","true","","07/06/2021","","","","","",""
"@azure/monitor-opentelemetry-exporter","","1.0.0-beta.6","Monitor OpenTelemetry Exporter","Monitor","monitor","","","client","true","","","","","","","",""
"@azure/monitor-query","1.0.1","","Monitor Query","Monitor","monitor","","","client","true","","10/07/2021","","","","","",""
"@azure/synapse-monitoring","","1.0.0-beta.2","Monitoring","Synapse Analytics","synapse","","","client","true","","","","","","","",""
"@azure-rest/purview-account","","1.0.0-beta.1","Purview Account","Purview","https://github.com/Azure/azure-sdk-for-js/tree/@azure-rest/purview-account_item.Version/sdk/purview/purview-account-rest","NA","NA","client","true","","","","","","","",""
"@azure-rest/purview-administration","","1.0.0-beta.1","Purview Administration","Purview","https://github.com/Azure/azure-sdk-for-js/tree/@azure-rest/purview-administration_item.Version/sdk/purview/purview-administration-rest","NA","NA","client","true","","","","","","","",""
"@azure-rest/purview-catalog","","1.0.0-beta.3","Purview Catalog","Purview","https://github.com/Azure/azure-sdk-for-js/tree/@azure-rest/purview-catalog_item.Version/sdk/purview/purview-catalog-rest","NA","NA","client","true","","","","","","","",""
"@azure-rest/purview-scanning","","1.0.0-beta.2","Purview Scanning","Purview","https://github.com/Azure/azure-sdk-for-js/tree/@azure-rest/purview-scanning_item.Version/sdk/purview/purview-scanning-rest","NA","NA","client","true","","","","","","","",""
"@azure/storage-queue","12.8.0","","Queues","Storage","storage","","","client","true","","07/26/2019","active","","","","",""
"@azure/schema-registry","1.0.1","","Schema Registry","Schema Registry","schemaregistry","","","client","true","","11/10/2021","","","","","",""
"@azure/keyvault-secrets","4.3.0","4.4.0-beta.2","Secrets","Key Vault","keyvault","","","client","true","","10/30/2019","active","","","","",""
"@azure/service-bus","7.5.1","","Service Bus","Service Bus","servicebus","","","client","true","","05/16/2019","active","","","","",""
"@azure/synapse-spark","","1.0.0-beta.4","Spark","Synapse Analytics","synapse","","","client","true","","","","","","","",""
"@azure/data-tables","13.0.1","","Tables","Tables","tables","","","client","true","","06/09/2021","","","","","",""
"@azure/ai-text-analytics","5.1.0","5.2.0-beta.2","Text Analytics","Text Analytics","textanalytics","","","client","true","","06/09/2020","active","","@azure/cognitiveservices-textanalytics","","",""
"@azure/web-pubsub","1.0.0","","Web PubSub","Web PubSub","web-pubsub","","","client","true","","11/11/2021","","","","","",""
"@azure/web-pubsub-express","1.0.2","","Web PubSub CloudEvents Handlers for Express","Web PubSub","web-pubsub","","","client","true","","11/11/2021","","","","","",""
"@azure/opentelemetry-instrumentation-azure-sdk","","1.0.0-beta.1","OpenTelemetry Instrumentation","Other","instrumentation","","","compat","true","","","","","","","",""
"@azure/arm-appservice-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-appservice-profile-2020-09-01-hybrid","Appservice","appservice","NA","","mgmt","true","","","active","","","","",""
"@azure/arm-authorization-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-authorization-profile-2020-09-01-hybrid","Authorization","authorization","","","mgmt","true","","","active","","","","",""
"@azure/arm-changeanalysis","2.0.0","","@azure/arm-changeanalysis","Changeanalysis","changeanalysis","","","mgmt","true","","","active","","","","",""
"@azure/arm-commerce-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-commerce-profile-2020-09-01-hybrid","Commerce","commerce","","","mgmt","true","","","active","","","","",""
"@azure/arm-compute-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-compute-profile-2020-09-01-hybrid","Compute","compute","","","mgmt","true","","","active","","","","",""
"@azure/arm-confluent","2.2.0","3.0.0-beta.1","@azure/arm-confluent","Confluent","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/confluent/arm-confluent","","NA","mgmt","true","","","active","","","","",""
"@azure/arm-databoxedge-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-databoxedge-profile-2020-09-01-hybrid","Databoxedge","databoxedge","NA","","mgmt","true","","","active","","","","",""
"@azure/arm-datadog","3.0.0","","@azure/arm-datadog","Datadog","datadog","","","mgmt","true","","","active","","","","",""
"@azure/arm-datalake-analytics","1.1.1","2.0.0-beta.2","@azure/arm-datalake-analytics","Data Lake Analytics","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/datalake-analytics/arm-datalake-analytics","","NA","mgmt","true","","","active","","","","",""
"@azure/arm-dns-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-dns-profile-2020-09-01-hybrid","Dns","dns","NA","","mgmt","true","","","active","","","","",""
"@azure/arm-eventhub-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-eventhub-profile-2020-09-01-hybrid","Eventhub","eventhub","","","mgmt","true","","","active","","","","",""
"@azure/arm-healthbot","2.0.0","","@azure/arm-healthbot","Healthbot","healthbot","","","mgmt","true","","","active","","","","",""
"@azure/arm-hybridkubernetes","2.0.0","","@azure/arm-hybridkubernetes","Hybridkubernetes","hybridkubernetes","","","mgmt","true","","","active","","","","",""
"@azure/arm-keyvault-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-keyvault-profile-2020-09-01-hybrid","Keyvault","keyvault","NA","","mgmt","true","","","active","","","","",""
"@azure/arm-locks-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-locks-profile-2020-09-01-hybrid","Locks-Profile-2020-09-01-Hybrid","locks","","","mgmt","true","","","active","","","","",""
"@azure/arm-monitor-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-monitor-profile-2020-09-01-hybrid","Monitor","monitor","NA","","mgmt","true","","","active","","","","",""
"@azure/arm-network-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-network-profile-2020-09-01-hybrid","Network","network","","","mgmt","true","","","active","","","","",""
"@azure/arm-policy-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-policy-profile-2020-09-01-hybrid","Policy","policy","","","mgmt","true","","","active","","","","",""
"@azure/arm-resourcemover","2.0.0","","@azure/arm-resourcemover","Resource Mover","resourcemover","","","mgmt","true","","","active","","","","",""
"@azure/arm-resources-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-resources-profile-2020-09-01-hybrid","Resources-Profile-2020-09-01-Hybrid","resources","","","mgmt","true","","","active","","","","",""
"@azure/arm-servicefabric","2.0.0","","@azure/arm-servicefabric","Service Fabric","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/servicefabric/arm-servicefabric","","","mgmt","true","","","active","","","","",""
"@azure/arm-storage-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-storage-profile-2020-09-01-hybrid","Storage","storage","","","mgmt","true","","","active","","","","",""
"@azure/arm-subscriptions-profile-2020-09-01-hybrid","2.0.0","","@azure/arm-subscriptions-profile-2020-09-01-hybrid","Subscriptions","subscription","","","mgmt","true","","","active","","","","",""
"@azure/arm-redisenterprisecache","2.0.0","","Resouce Management - Redis Enterprise Cache","Redis Cache","redisenterprise","","","mgmt","true","","","active","","","","",""
"@azure/arm-resources-subscriptions","2.0.0","","Resouce Management - Resources Subscriptions","Resources Subscriptions","resources-subscriptions","","","mgmt","true","","","","","","","",""
"@azure/arm-advisor","3.0.0","","Resource Management - Advisor","Advisor","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/advisor/arm-advisor","","","mgmt","true","","","","","","","",""
"@azure/arm-analysisservices","4.0.0","","Resource Management - Analysis Services","Analysis Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/analysisservices/arm-analysisservices","","","mgmt","true","","","","","","","",""
"@azure/arm-apimanagement","8.0.0","","Resource Management - Api Management","API Management","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/apimanagement/arm-apimanagement","","","mgmt","true","","","","","","","",""
"@azure/arm-appconfiguration","2.0.0","3.0.0-beta.1","Resource Management - App Configuration","App Configuration","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/appconfiguration/arm-appconfiguration","","NA","mgmt","true","","","","","","","",""
"@azure/arm-appplatform","1.4.0","2.0.0-beta.3","Resource Management - App Platform","App Platform","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/appplatform/arm-appplatform","","NA","mgmt","true","","","","","","","",""
"@azure/arm-appservice","11.0.0","","Resource Management - App Service","App Service","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/appservice/arm-appservice","","","mgmt","true","","","","","","","",""
"@azure/arm-appinsights","4.0.0","5.0.0-beta.2","Resource Management - Application Insights","Application Insights","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/applicationinsights/arm-appinsights","","NA","mgmt","true","","","","","","","",""
"@azure/arm-attestation","2.0.0","","Resource Management - Attestation","Attestation","attestation","","","mgmt","true","","","","","","","",""
"@azure/arm-authorization","8.4.1","9.0.0-beta.1","Resource Management - Authorization","Authorization","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/authorization/arm-authorization","","NA","mgmt","true","","","","","","","",""
"@azure/arm-azurestack","2.1.1","3.0.0-beta.1","Resource Management - Azure Stack","Azure Stack","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/azurestack/arm-azurestack","","NA","mgmt","true","","","","","","","",""
"@azure/arm-azurestackhci","2.1.0","","Resource Management - Azure Stack HCI","Azure Stack","azurestackhci","","","mgmt","true","","","","","","","",""
"@azure/arm-avs","3.0.0","","Resource Management - Azure VMware Solution","VMware Solution","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/avs/arm-avs","","","mgmt","true","","","","","","","",""
"@azure/arm-batch","7.0.0","","Resource Management - Batch","Batch","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/batch/arm-batch","","","mgmt","true","","","","","","","",""
"@azure/arm-billing","4.0.0","","Resource Management - Billing","Cost Management + Billing","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/billing/arm-billing","","","mgmt","true","","","","","","","",""
"@azure/arm-botservice","3.1.0","4.0.0-beta.2","Resource Management - Bot Service","Bot Service","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/botservice/arm-botservice","","NA","mgmt","true","","","","","","","",""
"@azure/arm-cognitiveservices","7.0.0","","Resource Management - Cognitive Services","Cognitive Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cognitiveservices/arm-cognitiveservices","","","mgmt","true","","","","","","","",""
"@azure/arm-commerce","3.0.0","4.0.0-beta.1","Resource Management - Commerce","Commerce","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/commerce/arm-commerce","","NA","mgmt","true","","","","","","","",""
"@azure/arm-commitmentplans","1.3.1","2.0.0-beta.1","Resource Management - Commitment Plans","Commitment Plans","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/machinelearning/arm-commitmentplans","","NA","mgmt","true","","","","","","","",""
"@azure/arm-communication","3.0.0","","Resource Management - Communication","Communication","communication","","","mgmt","true","","","","","","","",""
"@azure/arm-compute","17.3.0","","Resource Management - Compute","Compute","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/compute/arm-compute","","","mgmt","true","","","","","","","",""
"@azure/arm-consumption","9.0.0","","Resource Management - Consumption","Consumption","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/consumption/arm-consumption","","","mgmt","true","","","","","","","",""
"@azure/arm-containerinstance","8.0.0","","Resource Management - Container Instances","Container Instances","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/containerinstance/arm-containerinstance","","","mgmt","true","","","","","","","",""
"@azure/arm-containerregistry","10.0.0","10.1.0-beta.1","Resource Management - Container Registry","Container Registry","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/containerregistry/arm-containerregistry","","","mgmt","true","","","","","","","",""
"@azure/arm-containerservice","15.1.0","","Resource Management - Container Service","Container Service","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/containerservice/arm-containerservice","","","mgmt","true","","","","","","","",""
"@azure/arm-cdn","6.0.0","","Resource Management - Content Delivery Network","Content Delivery Network","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cdn/arm-cdn","","","mgmt","true","","","","","","","",""
"@azure/arm-cosmosdb","15.0.0","16.0.0-beta.1","Resource Management - Cosmos DB","Cosmos DB","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/cosmosdb/arm-cosmosdb","","","mgmt","true","","","","","","","",""
"@azure/arm-customerinsights","4.0.0","","Resource Management - Customer Insights","Customer Insights","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/customer-insights/arm-customerinsights","","","mgmt","true","","","","","","","",""
"@azure/arm-databox","4.1.1","5.0.0-beta.1","Resource Management - Data Box","Data Box","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/databox/arm-databox","","NA","mgmt","true","","","","","","","",""
"@azure/arm-databoxedge","2.0.0","","Resource Management - Data Box Edge","Stack Edge","databoxedge","","","mgmt","true","","","","","","","",""
"@azure/arm-datacatalog","3.0.0","","Resource Management - Data Catalog","Data Catalog","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/datacatalog/arm-datacatalog","","","mgmt","true","","","","","","","",""
"@azure/arm-datafactory","10.2.0","","Resource Management - Data Factory","Data Factory","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/datafactory/arm-datafactory","","","mgmt","true","","","","","","","",""
"@azure/arm-datamigration","2.1.1","3.0.0-beta.1","Resource Management - Data Migration","Database Migration Service","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/datamigration/arm-datamigration","","NA","mgmt","true","","","","","","","",""
"@azure/arm-databricks","2.0.0","3.0.0-beta.2","Resource Management - Databricks","Data Bricks","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/databricks/arm-databricks","","NA","mgmt","true","","","","","","","",""
"@azure/arm-deploymentmanager","3.1.1","4.0.0-beta.2","Resource Management - Deployment Manager","Deployment Manager","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/deploymentmanager/arm-deploymentmanager","","NA","mgmt","true","","","","","","","",""
"@azure/arm-desktopvirtualization","","1.0.0-beta.2","Resource Management - Desktopvirtualization","Desktop Virtualization","desktopvirtualization","","","mgmt","true","","","","","","","",""
"@azure/arm-devspaces","2.0.0","","Resource Management - Dev Spaces","Dev Spaces","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/devspaces/arm-devspaces","","","mgmt","true","","","","","","","",""
"@azure/arm-deviceprovisioningservices","4.1.0","","Resource Management - Device Provisioning Services","IoT Hub Device Provisioning","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/deviceprovisioningservices/arm-deviceprovisioningservices","","","mgmt","true","","","","","","","",""
"@azure/arm-devtestlabs","4.0.0","","Resource Management - DevTest Labs","DevTest Labs","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/devtestlabs/arm-devtestlabs","","","mgmt","true","","","","","","","",""
"@azure/arm-digitaltwins","3.0.0","3.1.0-beta.1","Resource Management - Digital Twins","Digital Twins","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/digitaltwins/arm-digitaltwins","","","mgmt","true","","","","","","","",""
"@azure/arm-dns","5.0.0","","Resource Management - DNS","DNS","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/dns/arm-dns","","","mgmt","true","","","","","","","",""
"@azure/arm-dnsresolver","","1.0.0-beta.1","Resource Management - Dnsresolver","Dnsresolver","dnsresolver","","","mgmt","true","","","","","","","",""
"@azure/arm-domainservices","4.0.0","","Resource Management - Domain Services","Active Directory","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/domainservices/arm-domainservices","","","mgmt","true","","","","","","","",""
"@azure/arm-eventgrid","13.0.0","","Resource Management - Event Grid","Event Grid","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/eventgrid/arm-eventgrid","","","mgmt","true","","","","","","","",""
"@azure/arm-eventhub","5.0.0","","Resource Management - Event Hubs","Event Hubs","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/eventhub/arm-eventhub","","","mgmt","true","","","","","","","",""
"@azure/arm-extendedlocation","","1.0.0-beta.1","Resource Management - Extendedlocation","Extended Location","extendedlocation","","","mgmt","true","","","","","","","",""
"@azure/arm-features","3.0.0","","Resource Management - Features","Features","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/features/arm-features","","","mgmt","true","","","","","","","",""
"@azure/arm-frontdoor","5.0.0","","Resource Management - Frontdoor","Front Door","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/frontdoor/arm-frontdoor","","","mgmt","true","","","","","","","",""
"@azure/arm-hanaonazure","3.1.1","4.0.0-beta.1","Resource Management - HANA on Azure","Hana on Azure","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/hanaonazure/arm-hanaonazure","","NA","mgmt","true","","","","","","","",""
"@azure/arm-hdinsight","1.1.0","","Resource Management - HDInsight","HDInsight","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/hdinsight/arm-hdinsight","","","mgmt","true","","","","","","","",""
"@azure/arm-healthcareapis","2.0.0","","Resource Management - Health Care APIs","API for FHIR","healthcareapis","","","mgmt","true","","","","","","","",""
"@azure/arm-hybridcompute","3.0.0","","Resource Management - Hybrid Compute","Hybrid Compute","hybridcompute","","","mgmt","true","","","","","","","",""
"@azure/arm-imagebuilder","1.0.1","","Resource Management - Imagebuilder","Imagebuilder","imagebuilder","","","mgmt","true","","","","","","","",""
"@azure/arm-iotcentral","6.0.0","","Resource Management - IoT Central","IoT Central","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/iotcentral/arm-iotcentral","","","mgmt","true","","","","","","","",""
"@azure/arm-iothub","6.1.0","","Resource Management - IoT Hub","IoT Hub","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/iothub/arm-iothub","","","mgmt","true","","","","","","","",""
"@azure/arm-keyvault","2.0.0","","Resource Management - Key Vault","Key Vault","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/keyvault/arm-keyvault","","","mgmt","true","","","","","","","",""
"@azure/arm-kubernetesconfiguration","4.0.0","5.0.0-beta.1","Resource Management - Kubernetes Configuration","Kubernetes Configuration","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/kubernetesconfiguration/arm-kubernetesconfiguration","","NA","mgmt","true","","","","","","","",""
"@azure/arm-kusto","7.1.0","","Resource Management - Kusto","Kusto","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/kusto/arm-kusto","","","mgmt","true","","","","","","","",""
"@azure/arm-labservices","2.0.0","3.0.0-beta.1","Resource Management - Lab Services","Lab Services","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/labservices/arm-labservices","","NA","mgmt","true","","","","","","","",""
"@azure/arm-links","2.0.0","","Resource Management - Links","Links","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/links/arm-links","","","mgmt","true","","","","","","","",""
"@azure/arm-loadtestservice","","1.0.0-beta.1","Resource Management - Loadtestservice","Loadtestservice","loadtestservice","","","mgmt","true","","","","","","","",""
"@azure/arm-locks","2.0.0","","Resource Management - Locks","Locks","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/locks/arm-locks","","","mgmt","true","","","","","","","",""
"@azure/arm-logic","8.0.0","","Resource Management - Logic Apps","Logic Apps","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/logic/arm-logic","","","mgmt","true","","","","","","","",""
"@azure/arm-machinelearningcompute","2.1.1","3.0.0-beta.1","Resource Management - Machine Learning Compute","Machine Learning","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/machinelearningcompute/arm-machinelearningcompute","","NA","mgmt","true","","","","","","","",""
"@azure/arm-machinelearningexperimentation","1.2.1","2.0.0-beta.1","Resource Management - Machine Learning Experimentation","Machine Learning","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/machinelearningexperimentation/arm-machinelearningexperimentation","","NA","mgmt","true","","","","","","","",""
"@azure/arm-machinelearningservices","5.0.0","","Resource Management - Machine Learning Services","Machine Learning","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/machinelearningservices/arm-machinelearningservices","","","mgmt","true","","","","","","","",""
"@azure/arm-managedapplications","2.0.0","","Resource Management - Managed Applications","Managed Applications","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/managedapplications/arm-managedapplications","","","mgmt","true","","","","","","","",""
"@azure/arm-msi","2.0.0","","Resource Management - Managed Service Identity","MSI","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/msi/arm-msi","","","mgmt","true","","","","","","","",""
"@azure/arm-managementgroups","2.0.0","","Resource Management - Management Groups","Managed Groups","https://github.com/Azure/azure-sdk-for-js/tree/main/sdk/managementgroups/arm-managementgroups","","","mgmt","true","","","","","","","",""
