"SpecPath","SpecReadmeTag","SpecValidationErrors","ServiceFamily","ResourcePath","Version","VersionType","Type","IsTypeSpec","ServiceLifeCycle","DateCreated","JsonFiles"
"advisor/resource-manager/Microsoft.Advisor/Advisor/stable/2017-04-19","","","advisor","Microsoft.Advisor/Advisor","2017-04-19","stable","mgmt","False","Brownfield","2025-09-12","advisor.json"
"advisor/resource-manager/Microsoft.Advisor/Advisor/stable/2020-01-01","","","advisor","Microsoft.Advisor/Advisor","2020-01-01","stable","mgmt","False","Brownfield","2025-09-12","advisor.json"
"advisor/resource-manager/Microsoft.Advisor/Advisor/stable/2022-09-01","","","advisor","Microsoft.Advisor/Advisor","2022-09-01","stable","mgmt","False","Brownfield","2025-09-12","advisor.json"
"advisor/resource-manager/Microsoft.Advisor/Advisor/stable/2022-10-01","","","advisor","Microsoft.Advisor/Advisor","2022-10-01","stable","mgmt","False","Brownfield","2025-09-12","advisor.json"
"advisor/resource-manager/Microsoft.Advisor/Advisor/stable/2023-01-01","","","advisor","Microsoft.Advisor/Advisor","2023-01-01","stable","mgmt","False","Brownfield","2025-09-12","advisor.json"
"advisor/resource-manager/Microsoft.Advisor/Advisor/stable/2025-01-01","","","advisor","Microsoft.Advisor/Advisor","2025-01-01","stable","mgmt","False","Brownfield","2025-09-12","advisor.json"
"agrifood/data-plane/AgFoodPlatform","package-2023-11-01-preview","","agrifood","AgFoodPlatform","2023-11-01-preview","preview","data","False","Greenfield","","preview/2023-11-01-preview/agfood.json"
"agrifood/data-plane/AgFoodPlatform/preview/2021-03-31-preview","","","agrifood","AgFoodPlatform","2021-03-31-preview","preview","data","False","Greenfield","2025-09-26","agfood.json"
"agrifood/data-plane/AgFoodPlatform/preview/2021-07-31-preview","","","agrifood","AgFoodPlatform","2021-07-31-preview","preview","data","False","Greenfield","2025-09-26","agfood.json"
"agrifood/data-plane/AgFoodPlatform/preview/2022-11-01-preview","","","agrifood","AgFoodPlatform","2022-11-01-preview","preview","data","False","Greenfield","2025-09-26","agfood.json"
"agrifood/data-plane/AgFoodPlatform/preview/2023-04-01-preview","","","agrifood","AgFoodPlatform","2023-04-01-preview","preview","data","False","Greenfield","2025-09-26","agfood.json"
"agrifood/data-plane/AgFoodPlatform/preview/2023-06-01-preview","","","agrifood","AgFoodPlatform","2023-06-01-preview","preview","data","False","Greenfield","2025-09-26","agfood.json"
"agrifood/data-plane/AgFoodPlatform/preview/2023-07-01-preview","","","agrifood","AgFoodPlatform","2023-07-01-preview","preview","data","False","Greenfield","2025-09-26","agfood.json"
"agrifood/resource-manager/Microsoft.AgFoodPlatform/AgFoodPlatform","package-preview-2023-06","","agrifood","Microsoft.AgFoodPlatform/AgFoodPlatform","2023-06-01-preview","preview","mgmt","False","Greenfield","","preview/2023-06-01-preview/agfood.json"
"agrifood/resource-manager/Microsoft.AgFoodPlatform/AgFoodPlatform/preview/2020-05-12-preview","","","agrifood","Microsoft.AgFoodPlatform/AgFoodPlatform","2020-05-12-preview","preview","mgmt","False","Greenfield","2025-09-26","agfood.json"
"agrifood/resource-manager/Microsoft.AgFoodPlatform/AgFoodPlatform/preview/2021-09-01-preview","","","agrifood","Microsoft.AgFoodPlatform/AgFoodPlatform","2021-09-01-preview","preview","mgmt","False","Greenfield","2025-09-26","agfood.json"
"ai/data-plane/Face/stable/v1.0","","","ai","Face","1.0","stable","data","False","Brownfield","2024-03-27","Face.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/AlertProcessingRules","package-2021-08","","alertsmanagement","Microsoft.AlertsManagement/AlertProcessingRules","2021-08-08","stable","mgmt","False","Brownfield","","stable/2021-08-08/AlertProcessingRules.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/AlertProcessingRules/preview/2019-05-05-preview","","","alertsmanagement","Microsoft.AlertsManagement/AlertProcessingRules","2019-05-05-preview","preview","mgmt","False","Brownfield","2025-11-19","ActionRules.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/AlertProcessingRules/preview/2021-08-08-preview","","","alertsmanagement","Microsoft.AlertsManagement/AlertProcessingRules","2021-08-08-preview","preview","mgmt","False","Brownfield","2025-11-19","AlertProcessingRules.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/AlertRuleRecommendations","package-preview-2023-08","","alertsmanagement","Microsoft.AlertsManagement/AlertRuleRecommendations","2023-08-01-preview","preview","mgmt","False","Greenfield","","preview/2023-08-01-preview/AlertRuleRecommendations.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/AlertRuleRecommendations/preview/2023-01-01-preview","","","alertsmanagement","Microsoft.AlertsManagement/AlertRuleRecommendations","2023-01-01-preview","preview","mgmt","False","Greenfield","2025-11-19","AlertRuleRecommendations.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/AlertsManagement","package-preview-2025-05-25-preview","","alertsmanagement","Microsoft.AlertsManagement/AlertsManagement","2025-05-25-preview","preview","mgmt","False","Brownfield","","preview/2025-05-25-preview/AlertsManagement.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/AlertsManagement/preview/2018-05-05-preview","","","alertsmanagement","Microsoft.AlertsManagement/AlertsManagement","2018-05-05-preview","preview","mgmt","False","Brownfield","2025-10-23","AlertsManagement.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/AlertsManagement/preview/2018-11-02-privatepreview","","","alertsmanagement","Microsoft.AlertsManagement/AlertsManagement","2018-11-02-privatepreview","preview","mgmt","False","Brownfield","2025-10-23","AlertsManagement.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/AlertsManagement/preview/2019-05-05-preview","","","alertsmanagement","Microsoft.AlertsManagement/AlertsManagement","2019-05-05-preview","preview","mgmt","False","Brownfield","2025-10-23","AlertsManagement.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/AlertsManagement/preview/2021-01-01-preview","","","alertsmanagement","Microsoft.AlertsManagement/AlertsManagement","2021-01-01-preview","preview","mgmt","False","Brownfield","2025-10-23","AlertsManagement.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/AlertsManagement/stable/2018-05-05","","","alertsmanagement","Microsoft.AlertsManagement/AlertsManagement","2018-05-05","stable","mgmt","False","Brownfield","2025-10-23","AlertsManagement.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/AlertsManagement/stable/2019-03-01","","","alertsmanagement","Microsoft.AlertsManagement/AlertsManagement","2019-03-01","stable","mgmt","False","Brownfield","2025-10-23","AlertsManagement.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/Legacy","package-legacy-combined","SpecPathMismatchBetweenSpecFiles,VersionMismatchBetweenPathAndSpec,VersionMismatchBetweenSpecFiles,VersionTypeMismatchBetweenSpecFiles","alertsmanagement","Microsoft.AlertsManagement/Legacy","Varies: 2019-05-05-preview,2021-01-01-preview,2021-04-01,2025-03-01-preview","preview","mgmt","False","Brownfield","","preview/2019-05-05-preview/SmartGroups.json|preview/2021-01-01-preview/MigrateFromSmartDetections.json|preview/2025-03-01-preview/Issues.json|stable/2021-04-01/SmartDetectorAlertRulesApi.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/Legacy/stable/2019-03-01","","","alertsmanagement","Microsoft.AlertsManagement/Legacy","2019-03-01","stable","mgmt","False","Brownfield","2025-11-19","SmartDetectorAlertRulesApi.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/Legacy/stable/2019-06-01","","","alertsmanagement","Microsoft.AlertsManagement/Legacy","2019-06-01","stable","mgmt","False","Brownfield","2025-11-19","SmartDetectorAlertRulesApi.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/PreviewAlertRule","package-preview-2025-07","","alertsmanagement","Microsoft.AlertsManagement/PreviewAlertRule","2025-07-01-preview","preview","mgmt","False","Greenfield","","preview/2025-07-01-preview/PreviewAlertRule.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/PreviewAlertRule/preview/2025-05-01-preview","","","alertsmanagement","Microsoft.AlertsManagement/PreviewAlertRule","2025-05-01-preview","preview","mgmt","False","Greenfield","2025-11-19","PreviewAlertRule.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/PrometheusRuleGroups","package-2023-03","","alertsmanagement","Microsoft.AlertsManagement/PrometheusRuleGroups","2023-03-01","stable","mgmt","False","Brownfield","","stable/2023-03-01/PrometheusRuleGroups.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/PrometheusRuleGroups/preview/2021-07-22-preview","","","alertsmanagement","Microsoft.AlertsManagement/PrometheusRuleGroups","2021-07-22-preview","preview","mgmt","False","Brownfield","2025-11-19","PrometheusRuleGroups.json"
"alertsmanagement/resource-manager/Microsoft.AlertsManagement/TenantActivityLogAlerts","package-preview-2023-04","","alertsmanagement","Microsoft.AlertsManagement/TenantActivityLogAlerts","2023-04-01-preview","preview","mgmt","False","Greenfield","","preview/2023-04-01-preview/TenantActivityLogAlerts.json"
"analysisservices/resource-manager/Microsoft.AnalysisServices/AnalysisServices","package-2017-08","","analysisservices","Microsoft.AnalysisServices/AnalysisServices","2017-08-01","stable","mgmt","False","Brownfield","","stable/2017-08-01/analysisservices.json"
"analysisservices/resource-manager/Microsoft.AnalysisServices/AnalysisServices/preview/2017-08-01-beta","","","analysisservices","Microsoft.AnalysisServices/AnalysisServices","2017-08-01-beta","preview","mgmt","False","Brownfield","2025-09-26","analysisservices.json"
"analysisservices/resource-manager/Microsoft.AnalysisServices/AnalysisServices/stable/2016-05-16","","","analysisservices","Microsoft.AnalysisServices/AnalysisServices","2016-05-16","stable","mgmt","False","Brownfield","2025-09-26","analysisservices.json"
"analysisservices/resource-manager/Microsoft.AnalysisServices/AnalysisServices/stable/2017-07-14","","","analysisservices","Microsoft.AnalysisServices/AnalysisServices","2017-07-14","stable","mgmt","False","Brownfield","2025-09-26","analysisservices.json"
"apicenter/resource-manager/Microsoft.ApiCenter/preview/2023-07-01-preview","","","apicenter","Microsoft.ApiCenter","2023-07-01-preview","preview","mgmt","False","Brownfield","2023-06-02","apicenter.json"
"apimanagement/data-plane/ApiManagement","package-2017-03","","apimanagement","ApiManagement","2017-03-01","preview","data","False","Greenfield","","preview/2017-03-01/apimanagement.json|preview/2017-03-01/apimapis.json|preview/2017-03-01/apimauthorizationservers.json|preview/2017-03-01/apimbackends.json|preview/2017-03-01/apimcertificates.json|preview/2017-03-01/apimemailtemplate.json|preview/2017-03-01/apimgroups.json|preview/2017-03-01/apimidentityprovider.json|preview/2017-03-01/apimloggers.json|preview/2017-03-01/apimopenidconnectproviders.json|preview/2017-03-01/apimportalsettings.json|preview/2017-03-01/apimproducts.json|preview/2017-03-01/apimproperties.json|preview/2017-03-01/apimquotas.json|preview/2017-03-01/apimreports.json|preview/2017-03-01/apimsubscriptions.json|preview/2017-03-01/apimtenant.json|preview/2017-03-01/apimusers.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement","package-preview-2025-03-01-preview","","apimanagement","Microsoft.ApiManagement/ApiManagement","2025-03-01-preview","preview","mgmt","False","Brownfield","","preview/2025-03-01-preview/apigateway.json|preview/2025-03-01-preview/apimallpolicies.json|preview/2025-03-01-preview/apimanagement.json|preview/2025-03-01-preview/apimapis.json|preview/2025-03-01-preview/apimapisByTags.json|preview/2025-03-01-preview/apimapiversionsets.json|preview/2025-03-01-preview/apimauthorizationproviders.json|preview/2025-03-01-preview/apimauthorizationservers.json|preview/2025-03-01-preview/apimbackends.json|preview/2025-03-01-preview/apimcaches.json|preview/2025-03-01-preview/apimcertificates.json|preview/2025-03-01-preview/apimclientApplications.json|preview/2025-03-01-preview/apimconnectivitycheck.json|preview/2025-03-01-preview/apimcontenttypes.json|preview/2025-03-01-preview/apimdeletedservices.json|preview/2025-03-01-preview/apimdeployment.json|preview/2025-03-01-preview/apimdiagnostics.json|preview/2025-03-01-preview/apimdocumentations.json|preview/2025-03-01-preview/apimemailtemplates.json|preview/2025-03-01-preview/apimgatewayConfigConnections.json|preview/2025-03-01-preview/apimgatewayHostnameBindings.json|preview/2025-03-01-preview/apimgateways.json|preview/2025-03-01-preview/apimgroups.json|preview/2025-03-01-preview/apimidentityprovider.json|preview/2025-03-01-preview/apimissues.json|preview/2025-03-01-preview/apimloggers.json|preview/2025-03-01-preview/apimnamedvalues.json|preview/2025-03-01-preview/apimnetworkstatus.json|preview/2025-03-01-preview/apimnotifications.json|preview/2025-03-01-preview/apimopenidconnectproviders.json|preview/2025-03-01-preview/apimoutbounddependency.json|preview/2025-03-01-preview/apimpolicies.json|preview/2025-03-01-preview/apimpolicydescriptions.json|preview/2025-03-01-preview/apimpolicyfragments.json|preview/2025-03-01-preview/apimpolicyrestrictions.json|preview/2025-03-01-preview/apimpolicyrestrictionsvalidation.json|preview/2025-03-01-preview/apimportalconfigs.json|preview/2025-03-01-preview/apimportalrevisions.json|preview/2025-03-01-preview/apimportalsettings.json|preview/2025-03-01-preview/apimprivatelink.json|preview/2025-03-01-preview/apimproducts.json|preview/2025-03-01-preview/apimproductsByTags.json|preview/2025-03-01-preview/apimquotas.json|preview/2025-03-01-preview/apimregions.json|preview/2025-03-01-preview/apimreports.json|preview/2025-03-01-preview/apimschema.json|preview/2025-03-01-preview/apimsettings.json|preview/2025-03-01-preview/apimskus.json|preview/2025-03-01-preview/apimsubscriptions.json|preview/2025-03-01-preview/apimtagresources.json|preview/2025-03-01-preview/apimtags.json|preview/2025-03-01-preview/apimtenant.json|preview/2025-03-01-preview/apimusers.json|preview/2025-03-01-preview/apimworkspacebackends.json|preview/2025-03-01-preview/apimworkspacecertificates.json|preview/2025-03-01-preview/apimworkspacediagnostics.json|preview/2025-03-01-preview/apimworkspacelinks.json|preview/2025-03-01-preview/apimworkspaceloggers.json|preview/2025-03-01-preview/apimworkspaces.json|preview/2025-03-01-preview/definitions.json|preview/2025-03-01-preview/operationStatuses.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement/preview/2018-06-01-preview","","","apimanagement","Microsoft.ApiManagement/ApiManagement","2018-06-01-preview","preview","mgmt","False","Brownfield","2025-10-30","apimanagement.json|apimapis.json|apimapisByTags.json|apimapiversionsets.json|apimauthorizationservers.json|apimbackends.json|apimcaches.json|apimcertificates.json|apimdeployment.json|apimdiagnostics.json|apimemailtemplates.json|apimgroups.json|apimidentityprovider.json|apimissues.json|apimloggers.json|apimnetworkstatus.json|apimnotifications.json|apimopenidconnectproviders.json|apimpolicies.json|apimpolicysnippets.json|apimportalsettings.json|apimproducts.json|apimproductsByTags.json|apimproperties.json|apimquotas.json|apimregions.json|apimreports.json|apimsubscriptions.json|apimtagresources.json|apimtags.json|apimtenant.json|apimusers.json|definitions.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement/preview/2019-12-01-preview","","","apimanagement","Microsoft.ApiManagement/ApiManagement","2019-12-01-preview","preview","mgmt","False","Brownfield","2025-10-30","apimanagement.json|apimapis.json|apimapisByTags.json|apimapiversionsets.json|apimauthorizationservers.json|apimbackends.json|apimcaches.json|apimcertificates.json|apimdeployment.json|apimdiagnostics.json|apimemailtemplates.json|apimgateways.json|apimgroups.json|apimidentityprovider.json|apimissues.json|apimloggers.json|apimnamedvalues.json|apimnetworkstatus.json|apimnotifications.json|apimopenidconnectproviders.json|apimpolicies.json|apimpolicydescriptions.json|apimportalsettings.json|apimproducts.json|apimproductsByTags.json|apimquotas.json|apimregions.json|apimreports.json|apimsubscriptions.json|apimtagresources.json|apimtags.json|apimtenant.json|apimusers.json|definitions.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement/preview/2020-06-01-preview","","","apimanagement","Microsoft.ApiManagement/ApiManagement","2020-06-01-preview","preview","mgmt","False","Brownfield","2025-10-30","apimanagement.json|apimapis.json|apimapisByTags.json|apimapiversionsets.json|apimauthorizationservers.json|apimbackends.json|apimcaches.json|apimcertificates.json|apimcontenttypes.json|apimdeletedservices.json|apimdeployment.json|apimdiagnostics.json|apimemailtemplates.json|apimgateways.json|apimgroups.json|apimidentityprovider.json|apimissues.json|apimloggers.json|apimnamedvalues.json|apimnetworkstatus.json|apimnotifications.json|apimopenidconnectproviders.json|apimpolicies.json|apimpolicydescriptions.json|apimportalrevisions.json|apimportalsettings.json|apimproducts.json|apimproductsByTags.json|apimquotas.json|apimregions.json|apimreports.json|apimsettings.json|apimskus.json|apimsubscriptions.json|apimtagresources.json|apimtags.json|apimtenant.json|apimusers.json|definitions.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement/preview/2021-01-01-preview","","","apimanagement","Microsoft.ApiManagement/ApiManagement","2021-01-01-preview","preview","mgmt","False","Brownfield","2025-10-30","apimanagement.json|apimapis.json|apimapisByTags.json|apimapiversionsets.json|apimauthorizationservers.json|apimbackends.json|apimcaches.json|apimcertificates.json|apimcontenttypes.json|apimdeletedservices.json|apimdeployment.json|apimdiagnostics.json|apimemailtemplates.json|apimgateways.json|apimgroups.json|apimidentityprovider.json|apimissues.json|apimloggers.json|apimnamedvalues.json|apimnetworkstatus.json|apimnotifications.json|apimopenidconnectproviders.json|apimpolicies.json|apimpolicydescriptions.json|apimportalrevisions.json|apimportalsettings.json|apimproducts.json|apimproductsByTags.json|apimquotas.json|apimregions.json|apimreports.json|apimsettings.json|apimskus.json|apimsubscriptions.json|apimtagresources.json|apimtags.json|apimtenant.json|apimusers.json|definitions.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement/preview/2021-04-01-preview","","","apimanagement","Microsoft.ApiManagement/ApiManagement","2021-04-01-preview","preview","mgmt","False","Brownfield","2025-10-30","apimanagement.json|apimapis.json|apimapisByTags.json|apimapiversionsets.json|apimauthorizationservers.json|apimbackends.json|apimcaches.json|apimcertificates.json|apimconnectivitycheck.json|apimcontenttypes.json|apimdeletedservices.json|apimdeployment.json|apimdiagnostics.json|apimemailtemplates.json|apimgateways.json|apimgroups.json|apimidentityprovider.json|apimissues.json|apimloggers.json|apimnamedvalues.json|apimnetworkstatus.json|apimnotifications.json|apimopenidconnectproviders.json|apimoutbounddependency.json|apimpolicies.json|apimpolicydescriptions.json|apimportalrevisions.json|apimportalsettings.json|apimprivatelink.json|apimproducts.json|apimproductsByTags.json|apimquotas.json|apimregions.json|apimreports.json|apimschema.json|apimsettings.json|apimskus.json|apimsubscriptions.json|apimtagresources.json|apimtags.json|apimtenant.json|apimusers.json|definitions.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement/preview/2021-12-01-preview","","","apimanagement","Microsoft.ApiManagement/ApiManagement","2021-12-01-preview","preview","mgmt","False","Brownfield","2025-10-30","apimanagement.json|apimapis.json|apimapisByTags.json|apimapiversionsets.json|apimauthorizationservers.json|apimbackends.json|apimcaches.json|apimcertificates.json|apimconnectivitycheck.json|apimcontenttypes.json|apimdeletedservices.json|apimdeployment.json|apimdiagnostics.json|apimemailtemplates.json|apimgateways.json|apimgroups.json|apimidentityprovider.json|apimissues.json|apimloggers.json|apimnamedvalues.json|apimnetworkstatus.json|apimnotifications.json|apimopenidconnectproviders.json|apimoutbounddependency.json|apimpolicies.json|apimpolicydescriptions.json|apimpolicyfragments.json|apimportalconfigs.json|apimportalrevisions.json|apimportalsettings.json|apimprivatelink.json|apimproducts.json|apimproductsByTags.json|apimquotas.json|apimregions.json|apimreports.json|apimschema.json|apimsettings.json|apimskus.json|apimsubscriptions.json|apimtagresources.json|apimtags.json|apimtenant.json|apimusers.json|definitions.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement/preview/2022-04-01-preview","","","apimanagement","Microsoft.ApiManagement/ApiManagement","2022-04-01-preview","preview","mgmt","False","Brownfield","2025-10-30","apimanagement.json|apimapis.json|apimapisByTags.json|apimapiversionsets.json|apimauthorizationproviders.json|apimauthorizationservers.json|apimbackends.json|apimcaches.json|apimcertificates.json|apimconnectivitycheck.json|apimcontenttypes.json|apimdeletedservices.json|apimdeployment.json|apimdiagnostics.json|apimemailtemplates.json|apimgateways.json|apimgroups.json|apimidentityprovider.json|apimissues.json|apimloggers.json|apimnamedvalues.json|apimnetworkstatus.json|apimnotifications.json|apimopenidconnectproviders.json|apimoutbounddependency.json|apimpolicies.json|apimpolicydescriptions.json|apimpolicyfragments.json|apimportalconfigs.json|apimportalrevisions.json|apimportalsettings.json|apimprivatelink.json|apimproducts.json|apimproductsByTags.json|apimquotas.json|apimregions.json|apimreports.json|apimschema.json|apimsettings.json|apimskus.json|apimsubscriptions.json|apimtagresources.json|apimtags.json|apimtenant.json|apimusers.json|definitions.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement/preview/2022-09-01-preview","","","apimanagement","Microsoft.ApiManagement/ApiManagement","2022-09-01-preview","preview","mgmt","False","Brownfield","2025-10-30","apimanagement.json|apimapis.json|apimapisByTags.json|apimapiversionsets.json|apimauthorizationproviders.json|apimauthorizationservers.json|apimbackends.json|apimcaches.json|apimcertificates.json|apimconnectivitycheck.json|apimcontenttypes.json|apimdeletedservices.json|apimdeployment.json|apimdiagnostics.json|apimdocumentations.json|apimemailtemplates.json|apimgateways.json|apimgroups.json|apimidentityprovider.json|apimissues.json|apimloggers.json|apimnamedvalues.json|apimnetworkstatus.json|apimnotifications.json|apimopenidconnectproviders.json|apimoutbounddependency.json|apimpolicies.json|apimpolicydescriptions.json|apimpolicyfragments.json|apimportalconfigs.json|apimportalrevisions.json|apimportalsettings.json|apimprivatelink.json|apimproducts.json|apimproductsByTags.json|apimquotas.json|apimregions.json|apimreports.json|apimschema.json|apimsettings.json|apimskus.json|apimsubscriptions.json|apimtagresources.json|apimtags.json|apimtenant.json|apimusers.json|apimworkspaces.json|definitions.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement/preview/2023-03-01-preview","","","apimanagement","Microsoft.ApiManagement/ApiManagement","2023-03-01-preview","preview","mgmt","False","Brownfield","2025-10-30","apimanagement.json|apimapis.json|apimapisByTags.json|apimapiversionsets.json|apimauthorizationproviders.json|apimauthorizationservers.json|apimbackends.json|apimcaches.json|apimcertificates.json|apimconnectivitycheck.json|apimcontenttypes.json|apimdeletedservices.json|apimdeployment.json|apimdiagnostics.json|apimdocumentations.json|apimemailtemplates.json|apimgateways.json|apimgroups.json|apimidentityprovider.json|apimissues.json|apimloggers.json|apimnamedvalues.json|apimnetworkstatus.json|apimnotifications.json|apimopenidconnectproviders.json|apimoutbounddependency.json|apimpolicies.json|apimpolicydescriptions.json|apimpolicyfragments.json|apimportalconfigs.json|apimportalrevisions.json|apimportalsettings.json|apimprivatelink.json|apimproducts.json|apimproductsByTags.json|apimquotas.json|apimregions.json|apimreports.json|apimschema.json|apimsettings.json|apimskus.json|apimsubscriptions.json|apimtagresources.json|apimtags.json|apimtenant.json|apimusers.json|apimworkspaces.json|definitions.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement/preview/2023-05-01-preview","","","apimanagement","Microsoft.ApiManagement/ApiManagement","2023-05-01-preview","preview","mgmt","False","Brownfield","2025-10-30","apimallpolicies.json|apimanagement.json|apimapis.json|apimapisByTags.json|apimapiversionsets.json|apimauthorizationproviders.json|apimauthorizationservers.json|apimbackends.json|apimcaches.json|apimcertificates.json|apimconnectivitycheck.json|apimcontenttypes.json|apimdeletedservices.json|apimdeployment.json|apimdiagnostics.json|apimdocumentations.json|apimemailtemplates.json|apimgateways.json|apimgroups.json|apimidentityprovider.json|apimissues.json|apimloggers.json|apimnamedvalues.json|apimnetworkstatus.json|apimnotifications.json|apimopenidconnectproviders.json|apimoutbounddependency.json|apimpolicies.json|apimpolicydescriptions.json|apimpolicyfragments.json|apimpolicyrestrictions.json|apimpolicyrestrictionsvalidation.json|apimportalconfigs.json|apimportalrevisions.json|apimportalsettings.json|apimprivatelink.json|apimproducts.json|apimproductsByTags.json|apimquotas.json|apimregions.json|apimreports.json|apimschema.json|apimsettings.json|apimskus.json|apimsubscriptions.json|apimtagresources.json|apimtags.json|apimtenant.json|apimusers.json|apimworkspaces.json|definitions.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement/preview/2023-09-01-preview","","","apimanagement","Microsoft.ApiManagement/ApiManagement","2023-09-01-preview","preview","mgmt","False","Brownfield","2025-10-30","apigateway.json|apimallpolicies.json|apimanagement.json|apimapis.json|apimapisByTags.json|apimapiversionsets.json|apimauthorizationproviders.json|apimauthorizationservers.json|apimbackends.json|apimcaches.json|apimcertificates.json|apimconnectivitycheck.json|apimcontenttypes.json|apimdeletedservices.json|apimdeployment.json|apimdiagnostics.json|apimdocumentations.json|apimemailtemplates.json|apimgatewayConfigConnections.json|apimgateways.json|apimgroups.json|apimidentityprovider.json|apimissues.json|apimloggers.json|apimnamedvalues.json|apimnetworkstatus.json|apimnotifications.json|apimopenidconnectproviders.json|apimoutbounddependency.json|apimpolicies.json|apimpolicydescriptions.json|apimpolicyfragments.json|apimpolicyrestrictions.json|apimpolicyrestrictionsvalidation.json|apimportalconfigs.json|apimportalrevisions.json|apimportalsettings.json|apimprivatelink.json|apimproducts.json|apimproductsByTags.json|apimquotas.json|apimregions.json|apimreports.json|apimschema.json|apimsettings.json|apimskus.json|apimsubscriptions.json|apimtagresources.json|apimtags.json|apimtenant.json|apimusers.json|apimworkspacebackends.json|apimworkspacecertificates.json|apimworkspacediagnostics.json|apimworkspacelinks.json|apimworkspaceloggers.json|apimworkspaces.json|definitions.json|operationStatuses.json"
"apimanagement/resource-manager/Microsoft.ApiManagement/ApiManagement/preview/2024-06-01-preview","","","apimanagement","Microsoft.ApiManagement/ApiManagement","2024-06-01-preview","preview","mgmt","False","Brownfield","2025-10-30","apigateway.json|apimallpolicies.json|apimanagement.json|apimapis.json|apimapisByTags.json|apimapiversionsets.json|apimauthorizationproviders.json|apimauthorizationservers.json|apimbackends.json|apimcaches.json|apimcertificates.json|apimconnectivitycheck.json|apimcontenttypes.json|apimdeletedservices.json|apimdeployment.json|apimdiagnostics.json|apimdocumentations.json|apimemailtemplates.json|apimgatewayConfigConnections.json|apimgateways.json|apimgroups.json|apimidentityprovider.json|apimissues.json|apimloggers.json|apimnamedvalues.json|apimnetworkstatus.json|apimnotifications.json|apimopenidconnectproviders.json|apimoutbounddependency.json|apimpolicies.json|apimpolicydescriptions.json|apimpolicyfragments.json|apimpolicyrestrictions.json|apimpolicyrestrictionsvalidation.json|apimportalconfigs.json|apimportalrevisions.json|apimportalsettings.json|apimprivatelink.json|apimproducts.json|apimproductsByTags.json|apimquotas.json|apimregions.json|apimreports.json|apimschema.json|apimsettings.json|apimskus.json|apimsubscriptions.json|apimtagresources.json|apimtags.json|apimtenant.json|apimusers.json|apimworkspacebackends.json|apimworkspacecertificates.json|apimworkspacediagnostics.json|apimworkspacelinks.json|apimworkspaceloggers.json|apimworkspaces.json|definitions.json|operationStatuses.json"
